timestamp,open,high,low,close,volume,datetime
1735689600000,93579.1,93920.5,93492.1,93774.2,1107.039,2025-01-01 00:00:00
1735691400000,93774.2,94500.0,93774.1,94394.8,1769.215,2025-01-01 00:30:00
1735693200000,94394.9,94411.1,93834.4,93838.4,1262.016,2025-01-01 01:00:00
1735695000000,93838.4,93998.4,93570.1,93607.1,985.044,2025-01-01 01:30:00
1735696800000,93607.1,93814.0,93578.7,93741.6,475.066,2025-01-01 02:00:00
1735698600000,93741.5,94101.6,93731.0,94097.2,689.647,2025-01-01 02:30:00
1735700400000,94097.2,94099.0,93755.0,93819.2,714.97,2025-01-01 03:00:00
1735702200000,93819.1,93896.1,93711.7,93833.1,446.87,2025-01-01 03:30:00
1735704000000,93833.1,93833.1,93670.1,93734.4,543.957,2025-01-01 04:00:00
1735705800000,93734.9,93734.9,93525.0,93557.5,690.767,2025-01-01 04:30:00
1735707600000,93557.6,93939.9,93535.1,93902.9,779.14,2025-01-01 05:00:00
1735709400000,93902.8,93945.2,93779.5,93780.1,462.835,2025-01-01 05:30:00
1735711200000,93780.1,93790.0,93600.0,93650.3,522.732,2025-01-01 06:00:00
1735713000000,93650.3,93760.0,93560.0,93759.9,523.902,2025-01-01 06:30:00
1735714800000,93759.9,93787.6,93642.7,93787.5,345.875,2025-01-01 07:00:00
1735716600000,93787.5,93816.1,93674.1,93689.6,395.214,2025-01-01 07:30:00
1735718400000,93689.6,93758.0,93270.9,93414.6,1110.046,2025-01-01 08:00:00
1735720200000,93414.6,93558.5,93323.5,93435.8,867.248,2025-01-01 08:30:00
1735722000000,93435.9,93489.5,92899.1,93150.0,2331.127,2025-01-01 09:00:00
1735723800000,93150.0,93441.1,93006.4,93406.8,1487.371,2025-01-01 09:30:00
1735725600000,93406.7,93550.0,93345.0,93402.8,1085.439,2025-01-01 10:00:00
1735727400000,93402.8,93514.4,93276.9,93334.2,519.895,2025-01-01 10:30:00
1735729200000,93334.2,93501.3,93191.5,93501.2,582.782,2025-01-01 11:00:00
1735731000000,93501.3,93750.0,93405.0,93443.6,1672.125,2025-01-01 11:30:00
1735732800000,93443.6,93989.6,93404.0,93900.0,1777.478,2025-01-01 12:00:00
1735734600000,93900.0,93920.0,93700.6,93825.0,1068.767,2025-01-01 12:30:00
1735736400000,93825.0,93920.0,93614.0,93733.6,1088.473,2025-01-01 13:00:00
1735738200000,93733.6,94073.0,93725.5,94048.3,1003.853,2025-01-01 13:30:00
1735740000000,94048.3,94475.0,93879.5,93923.9,3411.64,2025-01-01 14:00:00
1735741800000,93923.9,94290.0,93685.7,94188.0,2311.709,2025-01-01 14:30:00
1735743600000,94188.0,94288.6,93914.4,94168.0,915.203,2025-01-01 15:00:00
1735745400000,94168.1,94554.0,94093.4,94459.2,1573.818,2025-01-01 15:30:00
1735747200000,94459.1,94519.9,94115.0,94177.0,1006.382,2025-01-01 16:00:00
