timestamp,open,high,low,close,volume,datetime
1748736000000,2527.07,2527.8,2514.0,2524.98,131297.567,2025-06-01 00:00:00
1748739600000,2524.98,2529.43,2489.24,2506.41,181851.09,2025-06-01 01:00:00
1748743200000,2506.41,2512.84,2492.6,2505.99,121214.782,2025-06-01 02:00:00
1748746800000,2506.0,2517.99,2490.0,2512.03,121283.5,2025-06-01 03:00:00
1748750400000,2512.02,2526.0,2510.02,2520.82,81202.936,2025-06-01 04:00:00
1748754000000,2520.82,2526.0,2514.35,2517.23,57637.335,2025-06-01 05:00:00
1748757600000,2517.24,2518.26,2507.28,2511.22,61838.751,2025-06-01 06:00:00
1748761200000,2511.21,2514.68,2504.07,2507.83,55912.587,2025-06-01 07:00:00
1748764800000,2507.83,2509.85,2497.5,2504.73,94437.269,2025-06-01 08:00:00
1748768400000,2504.73,2509.8,2476.03,2491.29,238118.507,2025-06-01 09:00:00
1748772000000,2491.29,2495.84,2485.72,2492.64,92558.522,2025-06-01 10:00:00
1748775600000,2492.64,2501.65,2490.05,2496.11,73586.531,2025-06-01 11:00:00
1748779200000,2496.1,2500.34,2466.0,2483.35,212061.482,2025-06-01 12:00:00
1748782800000,2483.36,2497.5,2479.63,2492.87,123727.662,2025-06-01 13:00:00
1748786400000,2492.88,2518.47,2492.87,2508.11,182785.537,2025-06-01 14:00:00
1748790000000,2508.12,2524.11,2502.73,2521.95,113209.437,2025-06-01 15:00:00
1748793600000,2521.95,2546.67,2519.53,2537.41,242267.705,2025-06-01 16:00:00
1748797200000,2537.41,2545.69,2531.6,2537.81,74478.424,2025-06-01 17:00:00
1748800800000,2537.81,2537.81,2490.01,2519.34,282654.565,2025-06-01 18:00:00
1748804400000,2519.35,2526.55,2510.1,2525.15,96718.343,2025-06-01 19:00:00
1748808000000,2525.15,2536.33,2518.0,2524.38,72197.573,2025-06-01 20:00:00
1748811600000,2524.39,2539.77,2523.08,2538.05,55311.675,2025-06-01 21:00:00
1748815200000,2538.03,2546.96,2531.32,2534.21,83197.168,2025-06-01 22:00:00
1748818800000,2534.21,2544.2,2532.3,2538.13,85420.343,2025-06-01 23:00:00
1748822400000,2538.12,2539.63,2525.2,2533.48,94965.085,2025-06-02 00:00:00
1748826000000,2533.47,2540.92,2523.36,2525.38,99850.487,2025-06-02 01:00:00
1748829600000,2525.37,2526.75,2506.26,2507.74,125130.029,2025-06-02 02:00:00
1748833200000,2507.73,2509.43,2483.85,2495.1,230929.276,2025-06-02 03:00:00
1748836800000,2495.1,2500.92,2486.01,2491.43,88257.046,2025-06-02 04:00:00
1748840400000,2491.43,2496.15,2482.0,2491.68,95250.096,2025-06-02 05:00:00
1748844000000,2491.69,2498.87,2483.61,2493.54,121122.823,2025-06-02 06:00:00
1748847600000,2493.54,2513.0,2493.32,2505.5,149171.724,2025-06-02 07:00:00
1748851200000,2505.49,2514.88,2488.16,2493.36,151736.673,2025-06-02 08:00:00
1748854800000,2493.36,2493.84,2473.64,2480.72,219210.092,2025-06-02 09:00:00
1748858400000,2480.72,2488.8,2475.32,2481.01,130907.107,2025-06-02 10:00:00
1748862000000,2481.0,2487.84,2474.34,2480.19,85509.974,2025-06-02 11:00:00
1748865600000,2480.18,2497.33,2477.0,2496.9,132213.763,2025-06-02 12:00:00
1748869200000,2496.9,2519.0,2486.41,2503.63,283565.773,2025-06-02 13:00:00
1748872800000,2503.63,2539.82,2494.47,2530.06,382056.395,2025-06-02 14:00:00
1748876400000,2530.05,2556.32,2521.92,2542.94,273233.921,2025-06-02 15:00:00
1748880000000,2542.94,2552.81,2528.01,2545.12,162998.347,2025-06-02 16:00:00
1748883600000,2545.12,2551.99,2537.48,2548.61,125036.11,2025-06-02 17:00:00
1748887200000,2548.6,2564.99,2536.67,2543.41,176909.944,2025-06-02 18:00:00
1748890800000,2543.41,2548.0,2523.33,2531.15,138928.981,2025-06-02 19:00:00
1748894400000,2531.15,2546.71,2530.63,2538.68,93977.886,2025-06-02 20:00:00
1748898000000,2538.68,2560.0,2538.51,2559.0,76969.709,2025-06-02 21:00:00
1748901600000,2558.99,2584.86,2558.48,2583.39,187031.547,2025-06-02 22:00:00
1748905200000,2583.39,2614.76,2581.33,2606.63,289109.285,2025-06-02 23:00:00
1748908800000,2606.63,2625.62,2600.6,2620.98,184678.856,2025-06-03 00:00:00
1748912400000,2620.97,2648.77,2615.71,2644.55,240558.185,2025-06-03 01:00:00
1748916000000,2644.55,2646.79,2611.31,2615.01,233992.769,2025-06-03 02:00:00
1748919600000,2615.01,2618.85,2588.21,2602.6,257887.947,2025-06-03 03:00:00
1748923200000,2602.59,2604.29,2589.18,2591.29,85879.59,2025-06-03 04:00:00
1748926800000,2591.28,2616.8,2591.16,2613.77,119383.038,2025-06-03 05:00:00
1748930400000,2613.77,2617.64,2603.45,2617.3,80613.826,2025-06-03 06:00:00
1748934000000,2617.31,2619.8,2606.37,2608.86,82519.043,2025-06-03 07:00:00
1748937600000,2608.87,2610.32,2593.34,2605.81,164744.055,2025-06-03 08:00:00
1748941200000,2605.81,2617.99,2599.9,2612.76,96373.587,2025-06-03 09:00:00
1748944800000,2612.77,2618.9,2608.5,2610.0,68815.505,2025-06-03 10:00:00
1748948400000,2610.0,2615.48,2599.4,2600.34,74016.636,2025-06-03 11:00:00
1748952000000,2600.34,2612.46,2596.5,2608.19,109283.831,2025-06-03 12:00:00
1748955600000,2608.2,2631.7,2605.07,2625.05,292751.562,2025-06-03 13:00:00
1748959200000,2625.05,2655.0,2612.3,2646.86,346430.388,2025-06-03 14:00:00
1748962800000,2646.85,2650.21,2615.02,2622.51,265301.229,2025-06-03 15:00:00
1748966400000,2622.52,2624.21,2602.01,2604.47,174094.973,2025-06-03 16:00:00
1748970000000,2604.47,2626.7,2602.24,2617.96,135744.888,2025-06-03 17:00:00
1748973600000,2617.96,2619.58,2606.0,2617.34,86500.026,2025-06-03 18:00:00
1748977200000,2617.35,2627.56,2613.44,2624.0,87313.577,2025-06-03 19:00:00
1748980800000,2623.99,2624.17,2592.23,2613.89,135282.203,2025-06-03 20:00:00
1748984400000,2613.9,2615.75,2575.01,2587.97,174616.212,2025-06-03 21:00:00
1748988000000,2588.0,2609.0,2584.35,2603.2,86200.947,2025-06-03 22:00:00
1748991600000,2603.2,2603.59,2585.14,2592.2,74803.635,2025-06-03 23:00:00
